nationality_name,overall
Congo DR,65
Germany,67
Switzerland,69
Spain,66
Sweden,68
Norway,70
Guinea,70
Mexico,72
Argentina,68
Republic of Ireland,68
Romania,60
Brazil,63
Brazil,68
Peru,65
Jamaica,64
Guyana,59
Togo,64
Spain,66
Australia,61
Spain,70
Spain,68
Australia,65
England,65
England,61
Canada,63
Republic of Ireland,59
Austria,61
United States,63
China PR,58
Japan,62
Switzerland,66
Australia,61
China PR,60
Italy,65
Netherlands,67
Scotland,67
Italy,66
France,59
Belgium,73
Switzerland,66
Angola,66
Austria,63
Spain,64
Mali,67
Argentina,70
Brazil,64
Korea Republic,61
Italy,77
Germany,62
Saudi Arabia,65
Croatia,61
Saudi Arabia,61
England,59
France,68
Republic of Ireland,67
Germany,62
Australia,63
Sweden,62
Poland,62
Italy,69
Germany,64
Netherlands,65
Netherlands,67
Iceland,63
Korea Republic,69
Italy,64
Brazil,64
Italy,74
United States,64
Germany,76
Germany,65
England,60
France,66
Portugal,63
England,72
Australia,66
Denmark,66
Wales,63
Serbia,63
France,65
England,57
Argentina,69
France,76
Brazil,66
Albania,74
Brazil,61
Scotland,59
Germany,59
Poland,67
Ghana,69
Mali,63
Spain,74
Argentina,69
Türkiye,66
Germany,62
France,66
Sweden,66
Portugal,65
Korea Republic,63
Italy,61
Brazil,70
Argentina,69
Bolivia,63
Croatia,68
Northern Ireland,60
England,64
France,64
Germany,67
Poland,62
Austria,65
Brazil,66
United States,64
Senegal,68
Argentina,63
Norway,62
Netherlands,67
Türkiye,60
Kosovo,66
Albania,65
Poland,61
England,65
England,66
England,62
Republic of Ireland,64
Serbia,68
Slovakia,64
Sweden,64
Paraguay,60
Indonesia,67
Poland,72
Côte d'Ivoire,64
Poland,67
Switzerland,63
Colombia,67
Spain,64
Romania,62
Australia,63
Argentina,70
England,70
Brazil,59
India,60
Australia,65
Italy,65
Belgium,65
Bolivia,64
Netherlands,64
Burkina Faso,64
Poland,65
Chile,63
Spain,64
Ecuador,63
Romania,66
India,65
Nigeria,70
Switzerland,61
Mauritania,65
Guinea-Bissau,66
Greece,64
England,60
Croatia,67
Denmark,66
Türkiye,65
England,65
Wales,59
Lebanon,62
Japan,66
Türkiye,62
Denmark,67
England,66
India,68
Saudi Arabia,67
Uruguay,62
England,65
Senegal,74
Ecuador,68
Belgium,66
Uruguay,71
North Macedonia,64
United States,63
Korea Republic,64
Argentina,64
Spain,72
Spain,60
Netherlands,61
Republic of Ireland,59
India,62
Republic of Ireland,63
Nigeria,58
Republic of Ireland,60
Sweden,73
China PR,63
France,67
Spain,63
Brazil,69
Korea Republic,63
Sweden,65
Spain,68
Korea Republic,64
Cameroon,61
Argentina,64
Spain,66
France,66
Germany,63
Nigeria,64
Cabo Verde,60
Austria,72
Spain,68
Gambia,63
Serbia,68
Austria,64
Korea Republic,62
England,60
Argentina,72
Brazil,65
Portugal,72
Denmark,68
Korea Republic,64
Poland,64
England,62
Cameroon,68
England,59
Greece,72
Nigeria,65
Poland,64
Spain,61
England,62
Portugal,64
Norway,60
France,64
Colombia,63
Türkiye,59
Scotland,61
Republic of Ireland,60
Germany,68
Spain,65
Sweden,64
Spain,65
Colombia,69
Denmark,70
Croatia,68
Romania,62
England,63
Italy,69
France,61
Korea Republic,62
Denmark,63
Sweden,65
Croatia,74
Republic of Ireland,61
Wales,73
Croatia,64
Colombia,68
Mauritania,64
Argentina,65
France,60
England,62
Iceland,62
Netherlands,61
France,66
Australia,65
Chile,68
Ecuador,75
Argentina,65
Belgium,67
Scotland,68
England,66
France,64
Canada,62
Germany,67
Saudi Arabia,60
Colombia,69
Algeria,62
Uruguay,62
Chile,60
Brazil,68
France,62
Netherlands,66
Sweden,68
Argentina,63
Spain,65
Türkiye,66
Algeria,67
United States,67
Germany,66
Brazil,67
Ghana,65
Ecuador,61
Romania,70
Germany,65
Spain,66
Netherlands,64
Zimbabwe,69
Germany,62
Antigua and Barbuda,61
Brazil,73
Germany,67
Spain,65
Spain,63
Venezuela,64
United States,62
Colombia,62
Malaysia,73
Norway,62
Côte d'Ivoire,70
England,62
Italy,69
Venezuela,64
Uruguay,67
Korea Republic,60
Korea Republic,65
Argentina,66
France,68
Republic of Ireland,61
Colombia,68
Iceland,67
Argentina,69
Uruguay,61
Burkina Faso,71
Spain,66
Korea Republic,65
Türkiye,63
Argentina,64
Germany,61
Venezuela,59
Türkiye,70
Congo DR,65
Argentina,65
Azerbaijan,66
Italy,69
Denmark,62
Spain,66
Senegal,65
Spain,62
England,59
Chile,71
Albania,67
Netherlands,64
Spain,62
Korea Republic,60
Denmark,67
Italy,65
England,63
Denmark,60
Denmark,65
Argentina,67
Senegal,64
Slovenia,70
Republic of Ireland,61
Australia,60
Argentina,65
Senegal,64
Indonesia,66
England,57
Iceland,63
Japan,63
Spain,68
Japan,66
Australia,66
Germany,65
Spain,63
United States,61
Brazil,65
Germany,74
United Arab Emirates,64
Brazil,72
Serbia,66
Croatia,65
Netherlands,64
Spain,74
Austria,64
Iraq,61
Sweden,67
Italy,64
Switzerland,66
Northern Ireland,60
Northern Ireland,62
Italy,67
Hungary,66
Germany,66
England,58
Republic of Ireland,61
England,64
Northern Ireland,59
Argentina,65
Poland,65
England,62
Côte d'Ivoire,67
Germany,63
United States,61
France,69
Argentina,68
Saudi Arabia,61
Brazil,85
France,68
Japan,68
Sweden,64
England,60
Brazil,66
Argentina,66
Italy,65
Germany,61
Paraguay,62
Netherlands,68
Argentina,68
Gabon,68
Japan,69
China PR,61
Korea Republic,71
Netherlands,64
Spain,62
Gambia,62
England,58
Uruguay,65
Argentina,67
France,63
Germany,69
Peru,64
Jamaica,66
Republic of Ireland,62
England,64
Colombia,75
Brazil,66
Portugal,62
England,68
Japan,71
Spain,70
Syria,65
Germany,64
Senegal,68
Germany,68
China PR,61
Scotland,61
Latvia,64
Scotland,65
Germany,65
Ghana,64
England,70
Colombia,69
Portugal,64
Romania,63
Sweden,63
Norway,67
Ecuador,64
Senegal,66
France,63
Argentina,65
Denmark,64
Peru,67
Paraguay,68
Denmark,67
Spain,67
Poland,65
Sweden,64
Argentina,60
England,64
Spain,71
Spain,66
Peru,62
United States,70
Korea Republic,65
Côte d'Ivoire,69
Germany,66
Paraguay,64
Argentina,60
France,61
Colombia,61
Netherlands,59
Nigeria,62
Spain,63
Saint Lucia,61
Republic of Ireland,64
Germany,63
Brazil,65
Denmark,66
Australia,63
Argentina,68
Zimbabwe,66
Türkiye,62
Saudi Arabia,61
Uruguay,69
Austria,62
Republic of Ireland,64
Saint Kitts and Nevis,64
Argentina,68
Colombia,66
Curacao,62
Ecuador,61
Spain,70
Senegal,63
England,63
Austria,64
England,63
France,76
England,72
Germany,75
Switzerland,61
Korea Republic,59
Guinea,66
Cameroon,63
Jamaica,69
Republic of Ireland,62
Germany,67
Colombia,68
Guinea,71
Ecuador,59
England,59
Romania,62
Argentina,67
England,62
Italy,66
Austria,62
Czechia,71
Germany,70
Saudi Arabia,59
Germany,66
Republic of Ireland,60
Argentina,66
Argentina,63
Belgium,67
Republic of Ireland,61
Uruguay,63
England,75
Argentina,65
Korea Republic,63
Paraguay,72
Netherlands,66
Sweden,61
England,64
England,58
Brazil,64
United States,65
Sweden,63
Italy,67
Scotland,65
Germany,61
Czechia,70
Republic of Ireland,61
United States,66
India,61
Brazil,59
Switzerland,63
Germany,60
Norway,61
Montenegro,62
Saudi Arabia,60
Bulgaria,68
Angola,69
Australia,73
Senegal,64
Croatia,65
Italy,62
Cabo Verde,67
England,62
Brazil,64
Spain,62
Korea Republic,67
Denmark,63
Germany,62
Italy,65
France,73
Belgium,64
Spain,66
Mali,73
Argentina,68
England,62
Malta,61
Belgium,69
Canada,65
Poland,61
Guyana,65
England,65
Poland,66
Poland,64
England,61
Romania,68
Brazil,68
Switzerland,64
Denmark,69
England,59
Germany,62
Qatar,63
Portugal,61
Paraguay,64
Germany,62
Sweden,63
Germany,63
France,66
Sweden,62
England,74
Central African Republic,68
Republic of Ireland,57
France,65
Ecuador,67
Brazil,73
Argentina,61
Germany,66
Poland,62
Cabo Verde,59
Ghana,67
Austria,63
Spain,67
Korea Republic,67
Argentina,61
Uruguay,69
Germany,64
Germany,62
Hong Kong,63
England,58
Norway,58
China PR,60
Germany,64
France,66
Norway,72
England,67
Peru,65
Germany,61
Germany,71
Colombia,66
Italy,65
France,64
Argentina,63
Poland,60
Spain,76
Germany,62
Albania,72
Colombia,68
Spain,64
Argentina,63
Argentina,64
Australia,62
England,63
Australia,61
Australia,70
Burkina Faso,66
Uruguay,63
China PR,61
Brazil,71
England,61
Montenegro,64
Netherlands,63
Portugal,66
Belgium,64
Argentina,63
Northern Ireland,60
Germany,66
United States,69
Spain,70
Italy,65
Brazil,76
Netherlands,67
Mexico,67
Finland,65
Belgium,69
Argentina,66
Italy,64
Türkiye,66
Sweden,59
Australia,64
India,62
New Zealand,57
Brazil,65
India,56
Netherlands,62
Argentina,65
Argentina,60
England,62
Sierra Leone,67
Hungary,68
Germany,69
Republic of Ireland,60
France,69
Sierra Leone,63
Spain,64
Philippines,63
Argentina,65
Senegal,66
Austria,61
France,73
England,62
Japan,72
Sweden,62
Belgium,60
England,63
Wales,62
Peru,65
Germany,63
Guinea,71
United States,60
Spain,70
Bosnia and Herzegovina,71
France,63
Canada,63
Northern Ireland,59
France,65
Argentina,74
England,60
Italy,66
Germany,67
Norway,63
Ghana,76
Argentina,70
Italy,61
Sweden,65
Germany,70
France,71
Belgium,67
Mali,73
Germany,63
Germany,69
England,62
Côte d'Ivoire,67
Argentina,67
Ghana,62
Germany,69
England,58
Norway,63
Germany,64
Netherlands,63
Germany,62
England,64
Nigeria,63
Scotland,63
Zimbabwe,61
Brazil,62
Germany,76
England,62
Indonesia,65
Netherlands,64
Australia,63
Scotland,63
France,65
Argentina,62
France,62
Iceland,67
Germany,60
Spain,64
France,65
Spain,67
Czechia,70
Germany,72
Germany,59
Poland,62
Argentina,61
Spain,65
Argentina,63
Belgium,67
Norway,67
Colombia,67
Ukraine,67
Canada,65
Congo,62
Netherlands,69
Italy,65
Switzerland,67
Spain,63
Spain,64
Korea Republic,66
Austria,59
Poland,63
Argentina,63
Spain,68
Norway,65
Türkiye,70
Argentina,72
France,59
Republic of Ireland,62
Brazil,67
Côte d'Ivoire,70
Republic of Ireland,59
Norway,65
Poland,64
Germany,64
Denmark,65
France,66
Saudi Arabia,70
Argentina,66
Honduras,64
China PR,62
France,65
Brazil,60
Cameroon,69
Germany,65
Germany,61
Argentina,59
Denmark,63
Korea Republic,67
Australia,64
Argentina,66
Netherlands,65
Brazil,62
Senegal,62
Georgia,63
England,71
Germany,62
United States,63
Italy,68
Slovenia,64
Netherlands,62
Argentina,62
Belgium,67
Mali,66
Iceland,63
Albania,64
Spain,61
Sweden,61
Sweden,63
Chile,67
Bolivia,62
Côte d'Ivoire,67
Germany,63
France,64
Korea Republic,64
Italy,70
Germany,62
Belgium,65
Italy,66
Portugal,74
France,67
Jordan,75
Paraguay,60
India,64
Japan,61
France,62
Scotland,58
Argentina,64
Austria,57
Australia,57
Germany,62
United States,66
Scotland,62
England,61
Korea Republic,62
Argentina,69
Argentina,73
Germany,61
Australia,60
Qatar,63
France,67
Morocco,65
Spain,63
England,65
Portugal,66
Italy,60
Spain,70
Mali,63
Côte d'Ivoire,62
Germany,60
Switzerland,62
Sweden,67
Germany,66
Ghana,62
Chile,66
Netherlands,62
Poland,64
Brazil,63
Türkiye,64
England,65
Spain,64
Belgium,74
France,70
Sweden,64
Uruguay,67
Brazil,64
Republic of Ireland,62
Venezuela,67
France,60
Equatorial Guinea,69
Algeria,64
Argentina,62
Paraguay,73
Netherlands,62
Chile,67
Côte d'Ivoire,74
Poland,64
Germany,63
Suriname,69
Argentina,70
France,62
Netherlands,63
Austria,64
United States,64
Germany,63
Switzerland,65
England,68
Germany,62
North Macedonia,59
Uruguay,76
Germany,65
Germany,63
Argentina,64
Saint Kitts and Nevis,64
Portugal,68
Germany,62
Italy,68
Netherlands,67
Romania,60
Northern Ireland,61
Argentina,66
Germany,64
Romania,62
Italy,65
Romania,68
Brazil,64
Romania,67
Spain,67
Norway,68
Korea Republic,63
Argentina,64
Belgium,63
Republic of Ireland,63
France,63
Argentina,66
Spain,61
Norway,62
Italy,68
Argentina,72
England,63
Scotland,64
Argentina,67
Germany,65
France,64
France,72
Gambia,63
Spain,68
Norway,68
Italy,68
England,58
Chile,67
Germany,67
Georgia,66
Spain,68
Argentina,71
Argentina,72
Norway,66
Sweden,62
Spain,69
Spain,64
England,60
Ghana,63
Scotland,63
Hungary,62
Saudi Arabia,61
England,63
Italy,65
Argentina,63
Scotland,61
England,62
Qatar,64
Argentina,73
Switzerland,65
Serbia,66
Portugal,65
Japan,61
Norway,64
Austria,67
Germany,65
Australia,65
China PR,60
Venezuela,68
Brazil,69
Sweden,63
Germany,63
Germany,62
Argentina,60
Germany,63
Germany,67
Sweden,60
Australia,59
Denmark,62
Kosovo,64
England,64
Comoros,65
Lithuania,70
Slovakia,66
Spain,64
Sweden,65
Türkiye,67
Germany,60
Ukraine,65
Dominican Republic,62
Bolivia,65
Romania,63
Netherlands,65
Poland,58
Germany,64
Brazil,62
Austria,66
Romania,60
Uruguay,64
Serbia,63
England,65
Belgium,64
Italy,69
Norway,63
Senegal,61
Spain,72
England,62
Ecuador,67
Sweden,67
Senegal,63
Spain,63
Austria,65
Spain,64
Italy,69
Northern Ireland,63
Korea Republic,58
Ghana,65
England,65
Germany,64
Spain,62
Netherlands,63
Norway,63
Argentina,72
Mexico,65
Bolivia,63
France,65
Poland,63
England,69
Curacao,64
France,67
Korea Republic,59
Bolivia,65
Japan,70
Saudi Arabia,59
Côte d'Ivoire,65
Argentina,65
Türkiye,61
Croatia,63
Germany,66
Italy,65
England,65
Canada,63
Spain,63
England,66
Norway,67
Germany,59
Angola,68
England,59
Spain,59
Ghana,62
Spain,61
Portugal,65
Argentina,61
Netherlands,66
Germany,74
Netherlands,65
Denmark,63
Croatia,68
Australia,64
Iceland,58
Sweden,61
Argentina,70
Spain,62
Spain,64
Türkiye,67
Norway,62
Poland,65
Cabo Verde,63
India,57
Netherlands,75
Czechia,63
Australia,71
Croatia,64
Brazil,65
Greece,72
Germany,61
Argentina,68
United States,62
Slovakia,63
England,61
Republic of Ireland,63
Argentina,59
Netherlands,65
Germany,61
Spain,67
England,66
France,66
England,60
Senegal,63
Spain,64
Denmark,62
Germany,65
Romania,63
Norway,64
Uruguay,63
France,61
Côte d'Ivoire,65
Scotland,59
Netherlands,64
Germany,63
China PR,63
Argentina,72
Peru,68
Poland,61
Brazil,66
Brazil,65
England,62
Argentina,62
Germany,60
England,60
Scotland,75
Korea Republic,62
Romania,64
England,65
Croatia,71
Austria,72
Serbia,65
Spain,64
Netherlands,64
Saudi Arabia,60
Croatia,72
Spain,66
Argentina,58
Germany,68
France,61
Spain,65
Croatia,64
Paraguay,64
Sweden,64
Senegal,66
Bosnia and Herzegovina,65
Austria,61
Sweden,65
Norway,66
France,62
Germany,65
England,62
Paraguay,67
Argentina,63
France,66
Colombia,72
Portugal,70
Australia,60
Poland,61
Netherlands,63
Denmark,66
Colombia,65
United States,61
Sweden,62
Argentina,67
Germany,64
England,64
Germany,63
Spain,67
Ecuador,69
United States,63
Korea Republic,65
Portugal,62
Türkiye,60
England,65
Gambia,66
Cameroon,71
Ukraine,70
Azerbaijan,64
Argentina,67
Kosovo,63
Spain,65
Venezuela,64
Germany,69
Romania,60
Türkiye,66
Australia,62
Ghana,63
Argentina,65
England,61
England,57
England,60
Paraguay,60
Germany,69
England,72
China PR,57
England,61
Argentina,68
England,57
Poland,62
Croatia,63
Türkiye,71
Argentina,64
Italy,72
Slovakia,70
England,69
Ghana,65
France,58
Netherlands,60
England,61
Gambia,65
Germany,66
France,62
Senegal,68
Mali,60
France,70
Zambia,63
Korea Republic,62
Colombia,66
Republic of Ireland,60
Argentina,62
China PR,58
Belgium,63
Poland,61
England,63
Italy,62
Spain,64
Gambia,63
Brazil,71
Republic of Ireland,61
Northern Ireland,63
United States,66
Romania,66
Spain,63
France,65
Republic of Ireland,64
Belgium,61
Türkiye,61
Spain,60
United States,59
Argentina,63
England,70
Spain,67
Paraguay,64
Denmark,72
Netherlands,66
Venezuela,67
Poland,60
Brazil,65
Denmark,68
England,63
Spain,66
Brazil,64
Türkiye,62
Serbia,71
Italy,69
Norway,58
Argentina,66
Romania,62
Germany,63
Argentina,66
Uruguay,68
Spain,62
Italy,67
Scotland,67
Sweden,65
Korea Republic,63
Senegal,70
Japan,64
Poland,68
China PR,60
China PR,57
Argentina,63
France,69
Austria,63
Finland,66
Algeria,65
Greece,61
England,57
Slovenia,66
Australia,63
Germany,66
Gambia,65
Finland,60
Cuba,65
Netherlands,62
Brazil,65
Germany,64
Norway,64
Uruguay,68
Jamaica,66
Finland,69
Uruguay,67
Venezuela,68
Kosovo,67
Spain,62
United States,69
China PR,59
Germany,68
Austria,62
Trinidad and Tobago,61
England,63
Saudi Arabia,65
Argentina,65
England,62
Guinea,65
Hungary,63
Spain,67
France,62
Australia,60
Sweden,61
England,65
Saudi Arabia,68
Paraguay,69
Saudi Arabia,61
Italy,71
Republic of Ireland,62
England,63
Iceland,65
Germany,62
Scotland,60
Spain,65
France,67
England,61
Netherlands,72
Nigeria,65
France,65
Australia,60
India,58
Mexico,61
Belgium,61
Italy,69
Uruguay,69
Netherlands,70
United States,64
Croatia,67
Spain,62
Argentina,60
Wales,58
Gabon,66
Nigeria,66
Argentina,59
Chile,65
Iceland,68
Uruguay,65
Argentina,64
Italy,67
Portugal,71
England,59
Belgium,68
France,69
Germany,69
Curacao,67
England,60
Germany,63
Croatia,65
Greece,65
Republic of Ireland,62
Cyprus,61
China PR,65
Republic of Ireland,72
Italy,72
Germany,66
England,59
Scotland,66
Wales,63
Denmark,68
Norway,60
Spain,67
Germany,61
Australia,60
Argentina,64
Northern Ireland,73
Germany,64
China PR,56
Belgium,65
Croatia,68
Spain,65
Germany,68
United States,64
Portugal,60
Germany,67
Croatia,63
Georgia,60
Scotland,64
England,59
Equatorial Guinea,63
Spain,59
Poland,65
England,66
Senegal,70
United States,67
Peru,67
Senegal,65
Norway,59
Guinea-Bissau,65
Saudi Arabia,61
India,59
England,63
England,63
Denmark,70
Canada,64
Uganda,67
Venezuela,65
England,60
Argentina,68
Kosovo,62
India,66
Brazil,61
England,66
Argentina,63
Germany,62
Venezuela,65
Belgium,61
Serbia,65
Belgium,68
Scotland,62
England,66
Argentina,61
Argentina,66
Australia,60
Australia,65
Cameroon,58
Serbia,66
Netherlands,67
England,64
Republic of Ireland,59
England,61
United Arab Emirates,72
Romania,70
India,66
Russia,67
Serbia,63
Chinese Taipei,55
Spain,67
United States,64
Argentina,64
Australia,59
Belgium,65
Morocco,64
Paraguay,68
Romania,68
France,65
Spain,66
Norway,62
Brazil,71
Sweden,65
Nigeria,67
Italy,61
England,60
Qatar,61
Poland,63
England,62
England,66
Spain,63
France,61
Romania,63
China PR,62
Germany,64
Brazil,65
Chile,76
Australia,62
Georgia,60
Germany,65
Italy,71
France,63
Uruguay,68
Gabon,63
Croatia,68
Scotland,71
Mali,65
Spain,64
Ghana,67
Australia,58
Côte d'Ivoire,66
Australia,60
Germany,64
England,61
England,63
Switzerland,60
Brazil,70
Uruguay,66
Denmark,67
Korea Republic,62
China PR,60
Brazil,70
Sweden,64
Uruguay,62
Saudi Arabia,59
Spain,59
Brazil,63
Ukraine,67
Scotland,67
Mauritania,60
England,59
Argentina,68
Norway,59
France,74
Poland,64
Saudi Arabia,66
Republic of Ireland,58
France,61
Germany,61
Kosovo,64
Côte d'Ivoire,66
Denmark,65
Austria,59
England,62
Uruguay,65
Montenegro,58
Republic of Ireland,57
India,64
Norway,68
Spain,71
Spain,62
China PR,60
Portugal,60
Serbia,67
Algeria,72
Norway,65
Italy,65
Denmark,63
Romania,60
France,65
England,63
Portugal,67
Sweden,72
Türkiye,63
Colombia,69
Greece,72
Brazil,71
Montenegro,69
Scotland,64
Portugal,62
Cameroon,63
England,61
Norway,61
France,64
Saudi Arabia,63
Slovakia,63
England,59
China PR,61
Ecuador,64
Portugal,68
France,68
Argentina,68
Sweden,67
Mauritania,61
Portugal,68
England,59
France,67
England,64
France,66
Venezuela,68
Spain,59
Norway,68
Bolivia,61
Republic of Ireland,60
Germany,64
Spain,70
Switzerland,68
Denmark,67
Portugal,65
Saudi Arabia,56
Romania,62
China PR,67
Japan,60
Norway,64
Austria,67
Saudi Arabia,63
England,71
France,62
France,68
Belgium,58
Argentina,68
United States,57
Argentina,72
Spain,68
Hong Kong,59
France,60
China PR,55
Argentina,64
England,59
Korea Republic,69
Australia,63
France,62
China PR,57
Argentina,64
Saudi Arabia,59
Guinea-Bissau,62
Belgium,64
Nigeria,66
England,56
Tunisia,66
Slovenia,71
Senegal,75
Argentina,68
United States,62
England,63
Belgium,62
Norway,64
Republic of Ireland,59
Denmark,62
Germany,71
Poland,58
Denmark,66
China PR,57
Colombia,69
Spain,75
Austria,63
Poland,62
England,63
Estonia,64
England,62
England,62
Senegal,69
Brazil,66
Germany,68
Germany,65
Guinea,64
Czechia,67
England,63
Korea Republic,60
Nigeria,63
Argentina,65
Congo,63
Brazil,63
England,63
Germany,60
Republic of Ireland,58
Spain,61
Chile,69
Italy,73
Germany,68
Serbia,70
Germany,64
Denmark,64
Poland,63
Argentina,63
Suriname,67
Italy,61
England,65
Congo DR,66
Spain,70
Ghana,69
China PR,64
Nigeria,66
Korea Republic,63
Colombia,62
Montserrat,65
Iraq,65
Türkiye,68
Germany,65
Türkiye,69
Germany,76
Germany,65
Nigeria,65
Switzerland,57
Sierra Leone,57
Brazil,68
Argentina,74
Republic of Ireland,57
Italy,67
England,58
Norway,61
England,63
Poland,61
Nigeria,66
Côte d'Ivoire,61
Ecuador,66
Slovakia,67
Italy,66
Netherlands,67
China PR,57
Spain,61
England,64
Australia,60
Brazil,67
Netherlands,64
Scotland,60
Argentina,67
Poland,63
Italy,62
Argentina,60
Finland,60
Peru,69
Bulgaria,66
France,61
Netherlands,61
England,64
Norway,65
Wales,58
France,65
Chile,61
Norway,62
South Africa,62
Senegal,72
England,64
Rwanda,63
Spain,61
Türkiye,62
England,59
Germany,71
Scotland,64
Wales,63
Uruguay,64
Denmark,64
Croatia,72
England,64
Cabo Verde,67
Germany,63
Argentina,61
Norway,66
Korea Republic,60
Morocco,66
United States,64
Greece,64
Zambia,60
Argentina,64
Germany,60
Suriname,63
Slovakia,62
Portugal,59
Germany,61
Argentina,67
Albania,63
Zimbabwe,69
Mexico,63
India,62
Brazil,64
United States,67
Colombia,67
Algeria,62
Scotland,68
Netherlands,58
England,65
Australia,65
Australia,63
Korea Republic,61
England,66
Slovakia,64
Morocco,60
Netherlands,64
Hungary,62
Germany,60
Angola,65
Germany,62
Panama,68
Australia,56
Netherlands,62
Germany,64
Nigeria,61
Peru,61
Germany,63
India,58
Malta,59
England,69
Germany,67
Peru,64
Northern Ireland,63
Ecuador,65
Colombia,65
United States,66
Republic of Ireland,63
Republic of Ireland,60
Croatia,62
Austria,58
New Zealand,60
Spain,66
Korea Republic,60
Denmark,64
Portugal,68
Colombia,67
China PR,63
Uruguay,72
France,66
Republic of Ireland,62
Italy,68
France,63
Netherlands,59
Bolivia,62
United States,62
Germany,65
England,62
Germany,65
India,61
Türkiye,63
Liberia,62
Nigeria,61
Argentina,67
Brazil,66
Romania,64
England,59
Netherlands,65
France,64
Brazil,63
Poland,62
Saudi Arabia,62
England,69
Togo,70
Portugal,63
England,59
Afghanistan,60
England,60
Saudi Arabia,61
Slovakia,61
Peru,66
Germany,70
Brazil,66
Mali,67
Switzerland,60
Panama,65
England,57
Spain,74
Republic of Ireland,65
Sri Lanka,67
Austria,59
Colombia,62
Finland,61
Norway,63
England,72
Iceland,60
Croatia,63
Portugal,74
Argentina,58
Korea Republic,63
Peru,66
England,57
Belgium,63
England,72
Spain,66
Argentina,63
Netherlands,65
Germany,63
New Zealand,58
Nigeria,67
Netherlands,60
Uruguay,68
Romania,70
Italy,66
Argentina,60
Brazil,67
Burkina Faso,65
Germany,65
Switzerland,68
Italy,66
Morocco,64
Norway,58
Nigeria,62
Argentina,62
Canada,57
England,64
Czechia,66
Spain,60
China PR,61
France,65
Burkina Faso,63
France,63
Netherlands,59
Uruguay,64
Spain,67
Sweden,59
Korea Republic,66
Belgium,66
Sweden,72
England,64
Germany,64
Romania,60
Germany,60
Spain,63
Portugal,59
Germany,70
Czechia,66
Nigeria,70
Portugal,68
Colombia,67
Argentina,64
Paraguay,67
Zambia,69
North Macedonia,68
China PR,57
Denmark,62
Germany,63
Norway,65
Germany,64
Austria,59
Argentina,68
France,62
Germany,60
Sweden,60
Austria,68
Germany,66
Ukraine,65
Ukraine,69
Northern Ireland,58
Belgium,61
Suriname,59
United States,66
England,65
France,67
France,63
England,67
Somalia,63
Norway,62
Colombia,66
Japan,65
Mali,62
Chile,66
Syria,63
China PR,55
Germany,59
Sweden,61
Ecuador,57
United States,70
Sweden,62
Algeria,62
Netherlands,62
England,68
Scotland,61
Madagascar,69
Korea Republic,67
England,63
Denmark,62
Netherlands,69
Korea Republic,61
Poland,63
Netherlands,62
Italy,69
Sweden,67
Denmark,65
Republic of Ireland,57
Northern Ireland,57
Senegal,58
Switzerland,67
Northern Ireland,56
Germany,67
Croatia,74
Saudi Arabia,59
Italy,69
Italy,61
India,54
Qatar,65
Greece,67
England,62
Armenia,63
England,60
Romania,67
Spain,68
Sweden,63
Ukraine,65
Côte d'Ivoire,57
Germany,58
Belgium,63
Congo DR,71
Poland,63
Algeria,61
Romania,61
Iraq,62
Republic of Ireland,61
England,65
China PR,54
Argentina,62
Austria,65
England,59
Saudi Arabia,58
Germany,66
Republic of Ireland,62
Germany,58
Republic of Ireland,61
Sweden,61
Senegal,64
Argentina,71
Germany,61
Republic of Ireland,59
United States,72
Italy,68
Norway,61
Belgium,68
England,56
Australia,60
England,58
Argentina,69
Brazil,60
England,61
Argentina,67
Gambia,67
Denmark,64
Argentina,70
Spain,66
Türkiye,61
Ecuador,63
Denmark,63
Germany,63
Denmark,64
Scotland,61
England,62
Austria,65
Germany,63
France,64
Bulgaria,66
Romania,60
Spain,68
Spain,69
Switzerland,63
Saudi Arabia,60
England,56
France,62
France,62
Netherlands,62
Argentina,65
Türkiye,62
France,61
Türkiye,62
Denmark,66
Brazil,66
France,61
France,76
France,61
Spain,64
Denmark,58
India,66
England,56
United States,64
Sweden,65
Poland,63
Republic of Ireland,65
Saudi Arabia,58
Slovenia,65
Paraguay,64
Austria,61
Spain,64
Germany,61
Denmark,66
England,67
Germany,64
India,58
Japan,65
England,58
Morocco,67
Sweden,60
Saudi Arabia,61
Netherlands,64
England,66
Spain,73
United States,63
Chile,65
England,63
Germany,66
Spain,70
Qatar,59
England,59
France,62
China PR,55
China PR,59
Colombia,68
Germany,62
France,57
Türkiye,63
Brazil,69
Germany,67
Australia,64
Ecuador,66
Spain,71
Norway,60
Republic of Ireland,62
England,63
Poland,69
Montenegro,65
Italy,69
Uganda,66
Australia,63
England,60
England,70
Northern Ireland,57
Scotland,62
Denmark,61
Netherlands,66
Australia,59
France,60
Spain,65
England,72
England,63
Peru,66
Republic of Ireland,57
Saudi Arabia,62
Austria,63
Greece,68
Poland,71
Korea Republic,59
Spain,64
Poland,63
England,58
Germany,71
Grenada,64
Latvia,68
Denmark,63
Spain,60
Brazil,63
England,58
Portugal,58
Croatia,66
Spain,63
Italy,75
Saudi Arabia,57
England,61
Portugal,61
Norway,59
Denmark,57
Scotland,60
Finland,66
Korea Republic,54
Chile,60
Brazil,65
Republic of Ireland,57
England,59
Austria,61
France,64
Belgium,64
Brazil,70
England,63
Argentina,63
Israel,66
England,63
Spain,62
